5.8,1,147,2254,18908,121201,581112,1743938,3608858,5885311,8084124,9824113,11207366,11975959,11978861
5.9,1,147,2254,18908,121201,581112,1743938,3608858,5885312,8084130,9824132,11207422,11976079,11978982
6.0,1,147,2254,18908,121201,581112,1743938,3608858,5885313,8084132,9824140,11207447,11976136,11979038
6.1,1,147,2254,18908,121201,581112,1743938,3608858,5885313,8084133,9824143,11207458,11976160,11979063
6.2,1,147,2254,18908,121201,581112,1743938,3608858,5885313,8084133,9824145,11207462,11976170,11979073
6.3,1,147,2254,18908,121201,581112,1743938,3608858,5885313,8084133,9824145,11207464,11976174,11979077
6.4,1,147,2254,18908,121201,581112,1743938,3608858,5885313,8084133,9824145,11207464,11976175,11979078
6.5,1,147,2254,18908,121201,581112,1743938,3608858,5885313,8084133,9824145,11207464,11976175,11979078
6.6,1,147,2254,18908,121201,581112,1743938,3608858,5885313,8084133,9824145,11207464,11976175,11979078
6.7,1,147,2254,18908,121201,581112,1743938,3608858,5885313,8084133,9824145,11207464,11976175,11979078
