5.8,8,432,3490,23942,149866,704451,2057234,4186088,6776862,9258617,11028257,11880024,11880024,11880024
5.9,8,432,3490,23943,149868,704457,2057256,4186165,6777104,9259281,11029743,11882293,11882293,11882293
6.0,8,432,3490,23943,149869,704461,2057271,4186215,6777264,9259727,11030772,11883906,11883906,11883906
6.1,8,432,3490,23943,149869,704463,2057280,4186247,6777365,9260013,11031452,11885001,11885001,11885001
6.2,8,432,3490,23943,149870,704465,2057285,4186265,6777425,9260187,11031876,11885703,11885703,11885703
6.3,8,432,3490,23943,149870,704465,2057288,4186275,6777458,9260285,11032120,11886117,11886117,11886117
6.4,8,432,3490,23943,149870,704466,2057289,4186280,6777474,9260334,11032246,11886335,11886335,11886335
6.5,8,432,3490,23943,149870,704466,2057290,4186282,6777481,9260355,11032300,11886430,11886430,11886430
6.6,8,432,3490,23943,149870,704466,2057290,4186283,6777483,9260362,11032318,11886463,11886463,11886463
6.7,8,432,3490,23943,149870,704466,2057290,4186283,6777484,9260363,11032323,11886472,11886472,11886472
