,15,16,17,18,19,20,21,22,23,24,25,26,27,28
0.4,8,51,240,1030,3980,12825,32075,46270,51357,54463,56512,56512,56512,56512
0.5,15,96,469,2115,8647,29456,77088,132334,154331,164882,171155,171155,171155,171155
0.6,20,134,684,3226,13887,49743,134481,254111,322307,348809,362523,362524,362524,362524
0.7,25,168,888,4366,19705,73775,204463,403864,556557,613705,639524,639524,639524,639524
0.8,28,199,1086,5553,26171,101782,287054,579012,846002,956168,1000120,1000121,1000121,1000121
0.9,31,227,1280,6783,33249,133532,380903,775394,1173301,1363772,1433116,1433116,1433116,1433116
1.0,34,253,1468,8037,40819,168406,483623,987305,1523652,1818774,1921939,1921940,1921940,1921940
1.1,37,277,1648,9295,48725,205547,592303,1208516,1885607,2301207,2447450,2447451,2447451,2447451
1.2,39,299,1819,10536,56787,243981,703897,1432971,2249412,2792312,2990754,2990755,2990755,2990755
1.3,41,319,1980,11738,64820,282714,815514,1655259,2606777,3276580,3534688,3534690,3534690,3534690
1.4,42,338,2131,12894,72719,321059,925062,1871456,2951720,3743295,4065425,4065427,4065427,4065427
1.5,44,355,2272,13995,80366,358319,1030643,2078239,3279468,4185123,4572148,4572151,4572151,4572151
1.6,45,370,2403,15028,87627,393811,1130600,2272913,3586376,4597241,5047229,5047233,5047233,5047233
1.7,47,384,2523,15987,94436,427121,1223950,2453932,3870468,4977249,5486322,5486326,5486326,5486326
1.8,48,397,2633,16873,100744,457963,1310081,2620439,4130791,5324202,5887613,5887618,5887618,5887618
1.9,49,409,2733,17678,106492,486065,1388508,2771883,4366937,5637970,6250841,6250846,6250846,6250846
2.0,50,419,2821,18393,111598,511110,1458758,2907838,4578771,5918863,6576508,6576514,6576514,6576514
2.1,51,428,2900,19024,116109,533464,1522124,3031161,4771447,6174711,6873393,6873400,6873400,6873400
2.2,52,437,2969,19579,120096,553522,1579834,3144426,4949433,6412145,7148981,7148988,7148988,7148988
2.3,52,444,3029,20061,123558,571228,1631735,3247407,5112414,6630691,7402964,7402972,7402972,7402972
2.4,53,450,3081,20471,126507,586583,1677798,3340070,5260357,6830258,7635407,7635415,7635415,7635415
2.5,53,455,3125,20814,128965,599627,1718064,3422484,5393370,7010949,7846544,7846552,7846552,7846552
2.6,54,459,3160,21094,130964,610464,1752683,3494881,5511783,7173140,8036874,8036883,8036883,8036883
2.7,54,463,3190,21319,132564,619312,1782046,3557810,5616292,7317621,8207262,8207272,8207272,8207272
2.8,55,466,3213,21498,133834,626450,1806673,3612026,5707858,7445476,8358836,8358846,8358846,8358846
2.9,55,468,3232,21641,134832,632139,1827085,3658296,5787460,7557830,8492775,8492785,8492785,8492785
3.0,55,470,3248,21753,135611,636626,1843811,3697418,5856129,7655894,8610358,8610368,8610368,8610368
3.1,55,472,3260,21842,136217,640140,1857390,3730243,5914995,7741014,8713042,8713052,8713052,8713052
3.2,55,473,3270,21912,136689,642883,1868344,3757627,5965221,7814620,8802412,8802422,8802422,8802422
3.3,55,474,3278,21968,137059,645027,1877154,3780417,6008023,7878256,8880234,8880245,8880245,8880245
3.4,55,475,3284,22013,137350,646712,1884253,3799415,6044602,7933494,8948335,8948346,8948346,8948346
3.5,55,475,3289,22049,137583,648047,1889999,3815325,6076043,7981784,9008419,9008430,9008430,9008430
3.6,56,476,3294,22079,137770,649116,1894679,3828716,6103228,8024303,9061864,9061875,9061875,9061875
3.7,56,477,3298,22103,137923,649979,1898506,3840019,6126809,8061890,9109631,9109641,9109641,9109641
3.8,56,477,3301,22124,138049,650678,1901634,3849540,6147233,8095103,9152328,9152339,9152339,9152339
3.9,56,477,3304,22141,138151,651243,1904182,3857515,6164834,8124331,9190362,9190373,9190373,9190373
4.0,56,478,3306,22156,138235,651699,1906245,3864150,6179903,8149907,9224069,9224080,9224080,9224080
4.1,56,478,3308,22168,138304,652067,1907911,3869637,6192723,8172163,9253789,9253800,9253800,9253800
4.2,56,478,3310,22178,138360,652364,1909253,3874149,6203564,8191425,9279862,9279873,9279873,9279873
4.3,56,478,3311,22186,138407,652602,1910330,3877839,6212673,8208000,9302618,9302630,9302630,9302630
4.4,56,479,3312,22193,138444,652795,1911192,3880839,6220278,8222183,9322380,9322391,9322391,9322391
4.5,56,479,3313,22199,138475,652949,1911881,3883270,6226595,8234257,9339464,9339475,9339475,9339475
4.6,56,479,3314,22204,138501,653074,1912433,3885233,6231817,8244491,9354173,9354185,9354185,9354185
4.7,56,479,3315,22208,138521,653175,1912874,3886816,6236117,8253127,9366790,9366801,9366801,9366801
4.8,56,479,3316,22211,138539,653257,1913228,3888088,6239642,8260381,9377564,9377576,9377576,9377576
4.9,56,479,3316,22214,138553,653324,1913511,3889110,6242520,8266446,9386725,9386737,9386737,9386737
5.0,56,479,3317,22217,138565,653377,1913738,3889929,6244860,8271490,9394477,9394489,9394489,9394489
5.1,56,479,3317,22219,138575,653421,1913920,3890583,6246755,8275667,9401009,9401020,9401020,9401020
5.2,56,479,3317,22221,138583,653457,1914066,3891106,6248285,8279109,9406485,9406497,9406497,9406497
5.3,56,479,3318,22222,138589,653486,1914183,3891524,6249517,8281933,9411056,9411068,9411068,9411068
5.4,56,480,3318,22223,138595,653510,1914277,3891858,6250506,8284241,9414855,9414867,9414867,9414867
5.5,56,480,3318,22224,138600,653529,1914353,3892124,6251299,8286121,9417999,9418011,9418011,9418011
5.6,56,480,3318,22225,138603,653545,1914414,3892337,6251935,8287647,9420590,9420601,9420601,9420601
5.7,56,480,3319,22226,138607,653558,1914463,3892507,6252442,8288880,9422714,9422726,9422726,9422726
5.8,56,480,3319,22227,138609,653568,1914503,3892643,6252847,8289873,9424448,9424460,9424460,9424460
5.9,56,480,3319,22227,138612,653577,1914535,3892752,6253169,8290671,9425858,9425870,9425870,9425870
6.0,56,480,3319,22228,138613,653584,1914561,3892838,6253426,8291310,9427000,9427012,9427012,9427012
6.1,56,480,3319,22228,138615,653590,1914582,3892908,6253630,8291820,9427921,9427933,9427933,9427933
6.2,56,480,3319,22228,138616,653595,1914599,3892963,6253792,8292226,9428662,9428674,9428674,9428674
6.3,56,480,3319,22229,138617,653599,1914612,3893007,6253921,8292550,9429255,9429267,9429267,9429267
6.4,56,480,3319,22229,138618,653602,1914624,3893043,6254024,8292807,9429730,9429742,9429742,9429742
6.5,56,480,3319,22229,138619,653605,1914632,3893070,6254104,8293008,9430104,9430116,9430116,9430116
6.6,56,480,3319,22229,138620,653607,1914639,3893091,6254165,8293161,9430389,9430401,9430401,9430401
6.7,56,480,3319,22229,138620,653609,1914644,3893107,6254209,8293271,9430598,9430610,9430610,9430610
