,0.4,0.5,0.6,0.7,0.8,0.9,1.0,1.1,1.2,1.3,1.4,1.5,1.6,1.7,1.8,1.9,2.0,2.1,2.2,2.3,2.4,2.5,2.6,2.7,2.8,2.9,3.0,3.1,3.2,3.3,3.4,3.5,3.6,3.7,3.8,3.9,4.0,4.1,4.2,4.3,4.4,4.5,4.6,4.7,4.8,4.9,5.0,5.1,5.2,5.3,5.4,5.5,5.6,5.7,5.8,5.9,6.0,6.1,6.2,6.3,6.4,6.5,6.6,6.7
internal_u_expt27_nscale0.9v3.4_10yrs,38877.53063943707,115781.39586998969,237914.9356259528,408090.86191437184,637533.2106020143,931370.2872701983,1279036.6309008065,1663439.119749011,2067458.2906354934,2475264.24689712,2873644.574914014,3252064.262069677,3603316.233740491,3923044.2864045436,4209194.289422499,4461270.035943503,4680109.926147431,4873346.209075611,5047171.768028149,5201982.588690931,5339352.15664447,5460485.185601007,5566318.630423546,5657825.458461867,5735869.797784654,5801259.558475312,5854865.792734207,5897559.482479705,5930160.406666911,5953635.94450525,5969317.584489655,5978877.518936522,5984168.565180723,5986833.195314798,5988053.421809391,5988578.5964531945,5988578.5964531945,5988578.5964531945,5988578.5964531945,5988578.5964531945,5988578.5964531945,5988578.5964531945,5988578.5964531945,5988578.5964531945,5988578.5964531945,5988578.5964531945,5988578.5964531945,5988578.5964531945,5988578.5964531945,5988578.5964531945,5988578.5964531945,5988578.5964531945,5988578.5964531945,5988578.5964531945,5988578.5964531945,5988578.5964531945,5988578.5964531945,5988578.5964531945,5988578.5964531945,5988578.5964531945,5988578.5964531945,5988578.5964531945,5988578.5964531945,5988578.5964531945
internal_u_expt27_nscale1.0v3.4_10yrs,39021.7565757842,116278.88749076256,239095.48812062512,410400.12858966395,641537.417397792,937714.633633172,1288366.9313289116,1676349.3680602913,2084455.8114436038,2496738.1358177112,2899831.4865780496,3283019.4917795034,3638912.3015061044,3963001.0540315914,4253141.054758005,4508796.252243039,4730800.000593935,4926857.709047574,5103277.802114253,5260531.27658509,5400206.625657757,5523496.622836057,5631333.260873394,5724688.054353054,5804425.563071855,5871353.877712886,5926342.838761658,5970259.484299182,6003916.864350145,6028272.245106089,6044648.354431251,6054715.7250523735,6060345.244580242,6063214.365239032,6064542.148094941,6065117.697063873,6065117.697063873,6065117.697063873,6065117.697063873,6065117.697063873,6065117.697063873,6065117.697063873,6065117.697063873,6065117.697063873,6065117.697063873,6065117.697063873,6065117.697063873,6065117.697063873,6065117.697063873,6065117.697063873,6065117.697063873,6065117.697063873,6065117.697063873,6065117.697063873,6065117.697063873,6065117.697063873,6065117.697063873,6065117.697063873,6065117.697063873,6065117.697063873,6065117.697063873,6065117.697063873,6065117.697063873,6065117.697063873
internal_u_expt27_nscale1.1v3.4_10yrs,39196.01397083269,116875.8335784355,240490.70823639154,413065.596143406,646045.3193884861,944692.9655103611,1298413.8865269127,1689991.4023380491,2102129.894009725,2518772.316460518,2926420.913365999,3314203.432038322,3674571.2974603022,4002875.706475547,4296881.227843945,4556006.700744755,4781076.7088993285,4979860.952548536,5158764.077316877,5318320.592936834,5460153.173366802,5585451.993346259,5695145.711957722,5790205.516564755,5871497.060841503,5939829.514266032,5996072.7283092,6041091.717797546,6075695.414318234,6100834.953565691,6117828.76286931,6128348.962560203,6134282.563570203,6137337.5111697,6138764.577122812,6139387.239696252,6139387.239696252,6139387.239696252,6139387.239696252,6139387.239696252,6139387.239696252,6139387.239696252,6139387.239696252,6139387.239696252,6139387.239696252,6139387.239696252,6139387.239696252,6139387.239696252,6139387.239696252,6139387.239696252,6139387.239696252,6139387.239696252,6139387.239696252,6139387.239696252,6139387.239696252,6139387.239696252,6139387.239696252,6139387.239696252,6139387.239696252,6139387.239696252,6139387.239696252,6139387.239696252,6139387.239696252,6139387.239696252
internal_u_expt27_nscale1.2v3.4_10yrs,39308.028189651835,117259.75916259765,241386.50091776287,414787.7188869014,648979.905185644,949279.0453891961,1305109.9137887384,1699245.8580661183,2114353.748445024,2534310.6432454106,2945520.58795596,3336980.49679914,3700996.0567151895,4032780.011745211,4330001.602790619,4592027.866232411,4819668.146291218,5020730.599313932,5201695.555064367,5363172.0021787025,5506820.838979347,5633830.418104045,5745123.704276919,5841669.223445824,5924331.754321608,5993919.911195967,6051301.829909632,6097338.695341177,6132833.180179869,6158726.960546491,6176328.690276362,6187304.354059309,6193549.412674161,6196797.879661984,6198329.783001991,6199002.659810673,6199002.659810673,6199002.659810673,6199002.659810673,6199002.659810673,6199002.659810673,6199002.659810673,6199002.659810673,6199002.659810673,6199002.659810673,6199002.659810673,6199002.659810673,6199002.659810673,6199002.659810673,6199002.659810673,6199002.659810673,6199002.659810673,6199002.659810673,6199002.659810673,6199002.659810673,6199002.659810673,6199002.659810673,6199002.659810673,6199002.659810673,6199002.659810673,6199002.659810673,6199002.659810673,6199002.659810673,6199002.659810673
internal_u_expt27_nscale1.5v3.4_10yrs,39601.23525208756,118273.87650914551,243791.8610545939,419467.1801935555,657040.3928142602,961965.0639814225,1323630.9584878061,1724678.5075088858,2147601.0530331433,2576079.6149744554,2996295.5274278386,3396982.054925574,3770153.158107259,4110718.1487794775,4416106.616084528,4685529.693641535,4919737.958045498,5126626.925335755,5312823.992139047,5479079.459751713,5627183.951983939,5758372.766754344,5873563.987009795,5973720.523681672,6059705.250577576,6132325.476469113,6192444.935243906,6240915.7078038175,6278526.309936438,6306198.859513309,6325224.868242171,6337265.32917427,6344240.928229752,6347948.632595216,6349735.380704442,6350533.043004929,6350533.043004929,6350533.043004929,6350533.043004929,6350533.043004929,6350533.043004929,6350533.043004929,6350533.043004929,6350533.043004929,6350533.043004929,6350533.043004929,6350533.043004929,6350533.043004929,6350533.043004929,6350533.043004929,6350533.043004929,6350533.043004929,6350533.043004929,6350533.043004929,6350533.043004929,6350533.043004929,6350533.043004929,6350533.043004929,6350533.043004929,6350533.043004929,6350533.043004929,6350533.043004929,6350533.043004929,6350533.043004929
internal_u_expt30_nscale0.9v3.4_10yrs,39029.14357028489,116322.4577075835,239239.79638503105,410745.52058905,642206.3647707822,938851.2018275154,1290134.639644702,1678923.175242249,2088010.1291877232,2501430.952340108,2905784.373109322,3290300.0736391507,3647526.5964279226,3972897.2171643428,4264228.295648467,4520963.326615957,4743929.678865177,4940846.219740356,5118053.715067789,5276052.149382921,5416443.16828164,5540415.218598592,5648896.574228212,5742856.544081824,5823158.510683318,5890609.609566684,5946078.074395502,5990428.348579448,6024469.655971531,6049153.628740746,6065796.890974605,6076065.8207926275,6081833.949074259,6084789.55032519,6086164.498262767,6086762.96058473,6086762.96058473,6086762.96058473,6086762.96058473,6086762.96058473,6086762.96058473,6086762.96058473,6086762.96058473,6086762.96058473,6086762.96058473,6086762.96058473,6086762.96058473,6086762.96058473,6086762.96058473,6086762.96058473,6086762.96058473,6086762.96058473,6086762.96058473,6086762.96058473,6086762.96058473,6086762.96058473,6086762.96058473,6086762.96058473,6086762.96058473,6086762.96058473,6086762.96058473,6086762.96058473,6086762.96058473,6086762.96058473
internal_u_expt30_nscale1.0v3.4_10yrs,39240.453928986244,117034.8753351278,240881.2445363386,413850.89899073855,647432.3145787502,946924.8813695197,1301751.1615044358,1694691.111616225,2108429.262434129,2526872.8530634316,2936468.0115406625,3326265.3130927756,3688630.288307452,4018835.9146714383,4314596.62485422,4575306.131007157,4801782.318343648,5001816.431526189,5181858.990041508,5342491.084121054,5485348.158717783,5611614.668931487,5722215.467671918,5818119.917342231,5900192.955255941,5969243.140962557,6026139.105547139,6071743.346496943,6106860.70257384,6132436.06740067,6149781.256916306,6160564.243901756,6166677.227066659,6169843.49395464,6171330.842809629,6171982.564706539,6171982.564706539,6171982.564706539,6171982.564706539,6171982.564706539,6171982.564706539,6171982.564706539,6171982.564706539,6171982.564706539,6171982.564706539,6171982.564706539,6171982.564706539,6171982.564706539,6171982.564706539,6171982.564706539,6171982.564706539,6171982.564706539,6171982.564706539,6171982.564706539,6171982.564706539,6171982.564706539,6171982.564706539,6171982.564706539,6171982.564706539,6171982.564706539,6171982.564706539,6171982.564706539,6171982.564706539,6171982.564706539
internal_u_expt30_nscale1.1v3.4_10yrs,39390.63925637631,117549.50076994186,242081.60401175788,416145.02431934484,651319.2459256749,952951.6239953749,1310439.6104480368,1706503.324780296,2123753.392789105,2546010.8979623057,2959620.843250861,3353514.2145470604,3719926.622350512,4053999.1083136513,4353344.130405346,4617291.952886631,4846638.8435782045,5049219.741830042,5231552.98832161,5394275.677408108,5539080.831523059,5667169.248109302,5779462.918631915,5876929.675884983,5960434.369294423,6030785.786240059,6088851.665765875,6135491.836989958,6171506.331427676,6197833.118107448,6215778.252139891,6227008.868707731,6233428.3952407,6236786.715860919,6238380.082468499,6239083.491781414,6239083.491781414,6239083.491781414,6239083.491781414,6239083.491781414,6239083.491781414,6239083.491781414,6239083.491781414,6239083.491781414,6239083.491781414,6239083.491781414,6239083.491781414,6239083.491781414,6239083.491781414,6239083.491781414,6239083.491781414,6239083.491781414,6239083.491781414,6239083.491781414,6239083.491781414,6239083.491781414,6239083.491781414,6239083.491781414,6239083.491781414,6239083.491781414,6239083.491781414,6239083.491781414,6239083.491781414,6239083.491781414
internal_u_expt30_nscale1.2v3.4_10yrs,39555.51532930318,118119.59272702459,243420.2881569097,418720.6482888594,655717.6629615024,959829.8835694828,1320429.8632072918,1720160.2462774026,2141533.330717352,2568260.351034624,2986564.108996674,3385234.9987182245,3756357.774916363,4094922.7300630067,4398428.192262683,4666134.02185608,4898812.590570012,5104349.799316791,5289344.236654689,5454504.557895941,5601582.672322506,5731796.940488927,5846066.31616474,5945356.678046446,6030532.687905867,6102403.222352867,6161834.707193631,6209683.414466055,6246743.418535628,6273944.251162213,6292585.127302122,6304332.456054537,6311104.137636872,6314682.35724574,6316396.764025081,6317159.050506915,6317159.050506915,6317159.050506915,6317159.050506915,6317159.050506915,6317159.050506915,6317159.050506915,6317159.050506915,6317159.050506915,6317159.050506915,6317159.050506915,6317159.050506915,6317159.050506915,6317159.050506915,6317159.050506915,6317159.050506915,6317159.050506915,6317159.050506915,6317159.050506915,6317159.050506915,6317159.050506915,6317159.050506915,6317159.050506915,6317159.050506915,6317159.050506915,6317159.050506915,6317159.050506915,6317159.050506915,6317159.050506915
